52.852543,-0.370000,52.831894
52.873768,-0.360000,52.811947
53.101700,-0.350000,52.844593
52.952103,-0.370000,52.848869
53.022858,-0.360000,52.854599
52.995060,-0.370000,52.862682
53.179024,-0.370000,52.889706
53.008202,-0.370000,52.912376
52.788357,-0.370000,52.918541
53.122421,-0.360000,52.932693
53.029934,-0.340000,52.947819
53.080471,-0.330000,52.964901
53.073399,-0.360000,52.983871
52.973835,-0.370000,52.997112
53.130505,-0.350000,53.012272
52.989502,-0.370000,53.021404
52.740349,-0.340000,53.012508
52.789875,-0.380000,52.991718
52.634724,-0.360000,52.970562
52.840412,-0.360000,52.958393
52.770164,-0.350000,52.943401
52.819691,-0.340000,52.919445
52.817669,-0.360000,52.906746
52.838898,-0.350000,52.910114
53.009716,-0.320000,52.902599
52.854057,-0.310000,52.890877
52.967266,-0.360000,52.883335
52.990005,-0.360000,52.877769
53.146679,-0.370000,52.889294
53.082493,-0.350000,52.886097
53.024879,-0.370000,52.888454
53.189636,-0.340000,52.918407
52.855068,-0.370000,52.922752
52.931889,-0.400000,52.942566
53.095634,-0.350000,52.959583
53.024879,-0.360000,52.976566
53.046612,-0.360000,52.991695
53.074406,-0.360000,53.008808
52.990005,-0.350000,53.018879
53.060760,-0.330000,53.022282
53.224007,-0.360000,53.046944
52.854057,-0.340000,53.039394
53.053181,-0.350000,53.043606
53.215919,-0.370000,53.048225
53.336712,-0.360000,53.065174
52.912682,-0.290000,53.057690
52.933403,-0.350000,53.040607
53.104733,-0.340000,53.126301
53.396347,-0.340000,53.149048
53.125957,-0.360000,53.150463
53.290718,-0.350000,53.152889
53.297794,-0.370000,53.167614
53.333679,-0.380000,53.167614
53.155777,-0.340000,53.165726
53.234619,-0.350000,53.170071
53.242199,-0.340000,53.183952
53.319023,-0.350000,53.201103
53.085526,-0.350000,53.202686
53.319527,-0.370000,53.212322
53.085526,-0.330000,53.204876
53.141624,-0.360000,53.209251
53.383209,-0.360000,53.234425
53.261406,-0.350000,53.244869
53.283642,-0.380000,53.237354
53.176498,-0.350000,53.240723
53.410500,-0.370000,53.248711
53.182564,-0.340000,53.241028
53.154259,-0.360000,53.229065
53.104733,-0.370000,53.225662
53.140110,-0.350000,53.219364
53.062279,-0.370000,53.207371
52.955639,-0.370000,53.183144
53.182564,-0.370000,53.189613
53.041050,-0.370000,53.171047
52.990513,-0.350000,53.164719
53.184586,-0.370000,53.167583
53.047115,-0.340000,53.145176
53.205811,-0.350000,53.141468
53.234619,-0.350000,53.138199
53.141624,-0.340000,53.135872
53.284149,-0.370000,53.127449
53.091591,-0.360000,53.121387
53.014267,-0.350000,53.112057
53.047115,-0.330000,53.108215
53.146679,-0.350000,53.108650
53.111301,-0.360000,53.111923
53.125454,-0.350000,53.123241
53.041050,-0.350000,53.113811
52.982933,-0.380000,53.109932
52.997589,-0.350000,53.110401
53.132023,-0.350000,53.106895
53.120399,-0.350000,53.111782
53.104225,-0.350000,53.105015
52.990005,-0.350000,53.088703
53.169926,-0.360000,53.090591
53.290718,-0.360000,53.091026
52.992535,-0.350000,53.084423
53.155777,-0.360000,53.093857
52.999104,-0.360000,53.090652
53.062782,-0.360000,53.085064
53.269493,-0.350000,53.095604
53.112312,-0.360000,53.094730
53.205307,-0.360000,53.105679
53.190647,-0.340000,53.119530
53.311440,-0.350000,53.140457
53.354401,-0.360000,53.155281
53.311440,-0.340000,53.168018
53.083504,-0.350000,53.166634
53.125454,-0.340000,53.175663
53.382198,-0.340000,53.189816
53.382198,-0.370000,53.195915
53.445877,-0.340000,53.226135
53.373604,-0.360000,53.240658
53.515625,-0.330000,53.275093
53.238663,-0.370000,53.286816
53.174477,-0.350000,53.280483
53.316494,-0.340000,53.294094
53.274544,-0.350000,53.298710
53.345303,-0.340000,53.309017
53.216930,-0.350000,53.302715
53.424145,-0.350000,53.307362
53.216930,-0.350000,53.301060
53.238663,-0.350000,53.311401
53.010727,-0.350000,53.303757
53.111301,-0.360000,53.285698
53.182056,-0.350000,53.272354
53.309925,-0.350000,53.263294
53.260395,-0.340000,53.255745
53.246750,-0.360000,53.237820
53.132023,-0.340000,53.230713
53.289204,-0.340000,53.238358
53.274040,-0.340000,53.235531
53.174980,-0.330000,53.228893
53.196209,-0.350000,53.218956
53.202778,-0.350000,53.218014
53.295773,-0.360000,53.209457
53.146679,-0.370000,53.204773
53.160831,-0.360000,53.199585
53.317505,-0.340000,53.220036
53.388767,-0.330000,53.238533
53.233101,-0.340000,53.241936
53.338734,-0.350000,53.243855
53.339745,-0.350000,53.249146
53.253822,-0.350000,53.249619
53.210358,-0.360000,53.254841
53.211876,-0.340000,53.249687
53.154259,-0.340000,53.241699
53.189636,-0.370000,53.242676
53.226028,-0.370000,53.244663
53.325592,-0.360000,53.252850
53.169422,-0.330000,53.244427
53.254833,-0.360000,53.251637
53.091591,-0.350000,53.247021
53.070869,-0.360000,53.230579
53.248772,-0.370000,53.221245
53.269493,-0.350000,53.223671
53.511078,-0.370000,53.235157
53.575771,-0.360000,53.250893
53.568695,-0.370000,53.271885
53.169926,-0.350000,53.269188
53.205307,-0.330000,53.268753
53.233608,-0.360000,53.274044
53.553532,-0.320000,53.298302
53.319023,-0.320000,53.304504
53.325592,-0.360000,53.304501
53.445877,-0.350000,53.322929
53.311440,-0.340000,53.326706
53.417072,-0.330000,53.348400
53.261406,-0.340000,53.361103
53.218445,-0.350000,53.359081
53.366531,-0.360000,53.365551
53.125454,-0.370000,53.339840
53.267471,-0.360000,53.319286
53.195198,-0.350000,53.294384
53.181046,-0.340000,53.295124
53.251297,-0.350000,53.298191
53.280106,-0.340000,53.301289
53.266964,-0.350000,53.282185
53.238155,-0.370000,53.276794
53.479740,-0.370000,53.287067
53.195198,-0.340000,53.270359
53.123432,-0.360000,53.257820
53.116356,-0.340000,53.237774
53.223499,-0.360000,53.235245
53.109787,-0.340000,53.228004
53.202778,-0.350000,53.217087
53.032459,-0.380000,53.210888
53.225018,-0.350000,53.208061
53.061771,-0.310000,53.199165
53.216930,-0.350000,53.201557
53.118378,-0.330000,53.192699
53.075924,-0.370000,53.179089
53.275051,-0.340000,53.179626
53.424652,-0.370000,53.192059
53.608116,-0.370000,53.200615
53.209854,-0.360000,53.201591
53.238155,-0.350000,53.209240
53.331150,-0.350000,53.223564
53.536854,-0.370000,53.244453
53.450932,-0.360000,53.267197
53.281620,-0.340000,53.272453
53.209854,-0.340000,53.284279
53.537357,-0.330000,53.305099
53.238155,-0.350000,53.316856
53.352379,-0.350000,53.325886
53.480751,-0.350000,53.350044
53.367538,-0.350000,53.369488
53.289204,-0.350000,53.370430
53.253319,-0.340000,53.359009
53.338734,-0.340000,53.341053
53.125454,-0.340000,53.335426
53.409489,-0.370000,53.346848
53.373604,-0.350000,53.349674
53.302849,-0.350000,53.334072
53.060257,-0.360000,53.308029
53.252308,-0.370000,53.306076
53.216930,-0.360000,53.306545
53.188629,-0.360000,53.283302
53.167400,-0.340000,53.278584
53.345303,-0.350000,53.278114
53.274040,-0.360000,53.264332
53.331150,-0.350000,53.261906
53.274040,-0.360000,53.260899
53.196209,-0.350000,53.257092
53.323570,-0.370000,53.256081
53.451942,-0.320000,53.277847
53.373604,-0.340000,53.275455
53.445374,-0.390000,53.280239
53.167400,-0.370000,53.271214
53.189636,-0.360000,53.279839
53.225018,-0.350000,53.278019
53.197723,-0.340000,53.276741
53.218445,-0.370000,53.278732
53.055202,-0.370000,53.271248
53.197220,-0.340000,53.261375
53.232597,-0.370000,53.258614
53.053688,-0.360000,53.240116
53.139099,-0.350000,53.231121
53.159821,-0.350000,53.228695
53.095634,-0.370000,53.213501
53.308407,-0.350000,53.203930
53.543423,-0.340000,53.215252
53.244728,-0.360000,53.201878
53.501476,-0.360000,53.224144
53.167400,-0.340000,53.222664
53.323063,-0.350000,53.229198
53.366024,-0.350000,53.240417
53.415554,-0.370000,53.253555
53.366024,-0.350000,53.274281
53.258877,-0.350000,53.278389
53.329636,-0.350000,53.284859
53.566166,-0.370000,53.319023
53.103722,-0.350000,53.316662
53.260395,-0.350000,53.323364
53.538876,-0.360000,53.352913
53.380177,-0.360000,53.357700
53.302341,-0.350000,53.341629
53.223499,-0.350000,53.340214
53.238155,-0.370000,53.322659
53.089066,-0.350000,53.317436
53.436783,-0.370000,53.325016
53.074406,-0.340000,53.305576
53.081482,-0.340000,53.283306
53.153248,-0.370000,53.269119
53.024879,-0.360000,53.253525
53.167400,-0.350000,53.242710
53.274040,-0.370000,53.223232
53.124947,-0.350000,53.224651
53.324074,-0.360000,53.228897
53.203285,-0.350000,53.206528
53.125454,-0.350000,53.189541
53.210358,-0.360000,53.183407
53.267471,-0.370000,53.186337
53.090076,-0.350000,53.176464
53.431728,-0.340000,53.199306
53.438805,-0.370000,53.199444
53.332668,-0.350000,53.216660
53.311440,-0.370000,53.231991
53.495914,-0.350000,53.254833
53.303352,-0.360000,53.273396
53.395844,-0.340000,53.288624
53.167908,-0.340000,53.281548
53.253319,-0.360000,53.290104
53.316494,-0.360000,53.289597
53.651077,-0.360000,53.319447
53.530285,-0.360000,53.346436
53.466095,-0.370000,53.363483
53.366531,-0.330000,53.370090
53.359455,-0.360000,53.388046
53.359455,-0.360000,53.383228
53.481258,-0.360000,53.386059
53.332668,-0.330000,53.386059
53.104733,-0.360000,53.372276
53.339745,-0.370000,53.361866
53.247253,-0.360000,53.358128
53.211876,-0.370000,53.345863
53.389778,-0.340000,53.360653
53.439308,-0.360000,53.373055
53.524723,-0.330000,53.386940
53.311440,-0.380000,53.364300
53.382198,-0.360000,53.354427
53.481258,-0.370000,53.355442
53.373604,-0.360000,53.355911
53.174980,-0.340000,53.343616
53.289204,-0.370000,53.338932
53.155270,-0.370000,53.317200
53.403931,-0.340000,53.321953
53.290718,-0.330000,53.334351
53.476204,-0.340000,53.343449
53.632378,-0.360000,53.369125
53.240685,-0.340000,53.371044
53.369057,-0.340000,53.369667
53.219456,-0.350000,53.355007
53.162346,-0.350000,53.330853
52.856586,-0.350000,53.300526
53.055710,-0.370000,53.278759
53.147186,-0.370000,53.256485
52.976360,-0.370000,53.230003
53.104733,-0.370000,53.225323
53.174980,-0.370000,53.217709
53.075924,-0.340000,53.212418
53.352882,-0.360000,53.209019
53.274544,-0.370000,53.207939
53.338734,-0.360000,53.198776
53.480247,-0.360000,53.188633
53.430717,-0.370000,53.201302
53.280609,-0.360000,53.195400
53.123936,-0.350000,53.189034
53.230576,-0.350000,53.193584
53.344795,-0.350000,53.226131
53.209351,-0.350000,53.236374
53.202778,-0.360000,53.240078
53.211369,-0.340000,53.255745
53.314980,-0.370000,53.269764
53.265953,-0.340000,53.275826
53.267975,-0.340000,53.288631
53.151733,-0.340000,53.275219
53.472160,-0.370000,53.288395
53.324581,-0.370000,53.287453
53.294258,-0.350000,53.275051
53.358444,-0.350000,53.270237
